,avg_area_income,house_age,number_of_rooms,number_of_bedrooms,area_population,price,street,zip_code,state,city,is_military
2350,83320.0,6.2,6,3,31552.544,1262963.861,81551 Carla Drives,42793-0307,WY,West Kaylastad,0
2351,85468.53,4.7,7,5,46505.788,1444572.971,30334 Maria Port Apt. 948,98224,MS,Averyshire,0
2352,81665.58,5.6,6,4,34753.883,1358983.47,140 Castaneda Hills Suite 975,46807-8183,AR,East Bethany,0
2353,74385.14,3.6,6,2,20951.348,635530.845,895 Valerie Bypass Suite 510,97852,NH,Harrisonton,0
2354,86818.07,6.0,6,3,41440.434,1670183.168,94173 Garcia Underpass Suite 047,83173-9962,NJ,South Richard,0
2355,63911.62,5.7,6,2,15576.445,841236.168,18224 Michael Island Suite 910,34355,AZ,Port Danielburgh,0
2356,84095.89,6.2,8,3,21330.989,1581865.559,757 Daniel Fort,10326-1054,NV,South Lori,0
2357,58435.26,6.9,7,3,61205.815,1841495.508,6511 Stacy Inlet Apt. 152,56385,PR,Kennethstad,0
2358,78229.55,5.8,6,4,60747.204,1891398.256,744 Collins Extensions,76961,MS,Nicholasborough,0
2359,78160.31,6.9,7,5,39984.958,1832230.093,49501 John Rapids,73832,ID,Buckborough,0
2360,72757.63,4.0,7,6,39088.399,1062095.468,8954 Jenkins Isle,52507,MO,North Douglasfort,0
2361,48125.48,7.4,6,4,40090.908,970044.666,85920 Freeman Inlet Apt. 313,36075-5741,MI,Robertsonstad,0
2362,76883.49,7.4,7,3,26262.507,1528900.856,549 Mccoy Forges Apt. 808,46664,KY,Rojasside,0
2363,69266.09,5.9,7,3,37180.5,1107159.781,3505 Daniel Landing,52630-5212,SD,Ariasland,0
2364,71445.08,6.1,8,3,24318.53,1300031.23,76586 Richard Lodge Apt. 408,40049,TX,Chandlerport,0
2365,77467.77,5.8,5,4,43628.955,1547737.002,6234 Anderson Drives,85905-7927,MN,North Madelineland,0
2366,78578.34,3.2,8,4,35399.907,1248741.865,72180 Valenzuela Rest,90251-7664,VA,Robertsfort,0
2367,58909.31,5.7,7,6,40865.818,1205568.367,USS Ellis,53370-1758,AA,FPO,1
2368,67270.84,4.6,7,4,33036.303,993637.09,USNS Gates,00484,AP,FPO,1
2369,76908.24,6.1,8,4,51630.425,1813856.314,765 John Falls Apt. 380,61674-7121,IN,South Kathrynshire,0
2370,81272.4,7.1,7,3,44406.456,1822438.42,0479 Todd Prairie,04334,MH,New Kimberlybury,0
2371,72827.49,5.1,8,5,14931.27,1166925.146,908 Solis Curve Apt. 755,84599-0578,MN,Elizabethton,0
2372,69396.36,4.8,6,4,34932.291,952439.662,791 Kim Row Apt. 381,47798,FM,East Jacobmouth,0
2373,75299.61,8.2,5,3,34129.242,1659100.124,18940 Davis Point Suite 046,78621,LA,Melissahaven,0
2374,75258.78,6.7,5,4,37245.944,1181995.431,2796 Anne Drive,79448,AZ,North Kristinberg,0
2375,71322.71,6.3,6,2,25948.644,1124042.948,514 Soto Plain Apt. 353,71896,IL,Sarabury,0
2376,64429.98,6.4,7,3,39055.822,1219637.367,42781 Herrera Court Apt. 072,91772-9544,GU,North Ian,0
2377,63797.58,5.7,7,4,26094.906,867082.843,34363 Joshua Ville Suite 813,09069-3135,PR,Cochranchester,0
2378,70333.46,5.8,6,4,44795.531,1385978.984,"PSC 1222, Box 3820",48458,AP,APO,1
2379,49345.42,6.3,8,5,15113.587,725040.896,2178 Kelli Estate Suite 805,47584-5955,NY,South Nicholaschester,0
2380,56073.89,6.6,6,4,64149.68,1409762.119,95985 West Expressway Apt. 355,99645,KS,Edwardsstad,0
2381,68419.33,5.9,7,6,30464.257,1036704.691,030 Curtis Summit,93095-5357,MP,North Rebecca,0
2382,69654.36,3.6,8,3,27022.759,717273.185,940 Kelsey Light Suite 026,27370-7423,GU,Beckstad,0
2383,96901.08,4.7,8,4,32824.797,1642478.736,8054 Smith Underpass,44748-2012,ID,Lake Brian,0
2384,49160.3,5.1,7,6,28382.707,585440.431,927 Robert Isle Suite 381,94991-2002,MD,New Karen,0
2385,48498.14,5.1,8,3,30749.644,602209.575,944 Emily Keys Apt. 888,98115,CA,New Markshire,0
2386,73112.85,6.7,6,2,32126.772,1340227.277,833 Price Wells Apt. 828,28892-5598,MS,Port Timothy,0
2387,57190.76,5.6,8,4,45340.782,1430051.088,948 Rush Row Apt. 811,80835-6955,IN,West Brian,0
2388,67775.55,5.0,7,3,38345.581,1101120.259,8601 Tyler Shore Suite 395,94949-4346,OR,Hoopermouth,0
2389,52599.09,6.6,8,3,31590.385,897223.435,56740 Joshua Fort Apt. 838,37913,IL,New Jenniferhaven,0
2390,66655.97,6.4,6,4,36142.968,1409318.577,900 Chase Mission,95640-6024,NY,North Lisa,0
2391,64635.46,5.2,7,3,37866.632,1226067.314,9657 Russell Fords Apt. 246,46084-1358,CO,Kennedymouth,0
2392,87272.09,5.0,7,5,7522.333,910099.644,20887 Kevin Estates,65867-3535,LA,Amandamouth,0
2393,77223.31,6.2,7,3,36454.299,1492009.563,9753 Benjamin Extensions,77337,DC,Edwinberg,0
2394,74420.05,6.6,6,2,40250.887,1555806.042,2856 Frank Pine,12578-5561,WV,East Johnhaven,0
2395,73611.69,4.8,7,4,38294.076,1487855.538,827 Christina Divide,26789-8710,MO,New Tanya,0
2396,63320.14,6.4,7,3,22076.153,995144.107,4178 Jeffery Turnpike Suite 589,73155,MI,West Matthewburgh,0
2397,82383.03,6.8,5,4,28614.54,1151006.078,403 Christina Point Suite 032,89556-8621,VA,Christopherbury,0
2398,93876.43,6.3,7,6,29096.519,1760880.448,533 Marcus Isle,79835,OH,Port Andrewland,0
2399,62717.68,6.0,6,2,38535.667,1067000.349,5750 Ford Extension,82973-2072,CT,Stacyhaven,0
2400,84366.44,4.4,7,6,48150.254,1430796.763,1896 Jenkins Rue Apt. 467,92088,RI,Kylehaven,0
2401,77208.64,4.8,6,2,28550.481,981753.238,02802 Hahn Causeway,18071-0272,DC,Lake Melissa,0
2402,77177.45,4.0,5,3,52057.054,1102516.584,4491 Giles Corners Suite 728,52329-7519,NJ,Mooreview,0
2403,80770.68,6.2,6,4,31518.008,1334377.307,743 Patrick Ridge Apt. 072,78592-5823,NE,Larryview,0
2404,72915.04,5.5,7,5,42030.421,1395218.58,4499 Tammy Pine,65307,MI,West Craig,0
2405,64826.87,5.6,7,3,36342.715,1227167.408,3176 Mary Pass,56793,ND,Port Stephanieberg,0
2406,79575.25,5.2,5,2,43679.485,1315568.164,978 Robles Knolls,55563-5751,PW,Brewerborough,0
2407,75302.11,6.3,8,6,33424.427,1643338.993,219 Travis Avenue,65662,ME,Bushhaven,0
2408,76942.51,5.2,8,6,28717.961,1354417.563,94779 Brenda Knoll Suite 885,94475-9810,MS,Dunnmouth,0
2409,70627.74,5.7,5,4,41602.024,1273868.064,6892 Wallace Run Apt. 814,97169,MD,South Donshire,0
2410,65081.58,5.4,9,5,37594.493,1343824.215,6628 Katherine Meadows Suite 009,81118,CT,Port Brittanyside,0
2411,72752.22,5.2,5,2,29034.32,692229.466,USNV Clark,65570-1981,AA,FPO,1
2412,72099.67,5.5,6,3,36902.145,1411054.317,636 Smith Greens,05521,AK,Alexland,0
2413,51747.92,6.6,6,4,29749.623,832475.189,908 Cruz Mill,23824,PA,Blanchardmouth,0
2414,56815.74,6.9,5,2,35516.41,1076334.103,6142 Escobar Harbor Suite 967,63065-8757,AS,Michaelview,0
2415,60584.41,6.6,7,3,46635.77,1309829.936,543 Sara Garden,46964-3440,NE,Crystalshire,0
2416,80238.59,5.0,7,3,34271.102,1130844.029,9419 Sanders Loaf Apt. 390,66624-2587,MP,South Davidchester,0
2417,60062.7,4.2,7,3,45347.932,784503.358,0612 Erin Fort Apt. 991,02859,RI,Davidton,0
2418,76339.62,5.2,8,3,45735.187,1378399.109,99129 Kevin Hollow,61678-5704,UT,Donnamouth,0
2419,60319.43,6.7,7,4,33337.765,983537.511,388 Wilkerson Mills Suite 408,43961-2060,RI,Leeberg,0
2420,91083.57,5.6,7,5,41734.833,1737981.53,9790 Laura Trafficway Suite 464,24093,LA,Alexisside,0
2421,73327.76,5.5,7,5,41378.877,1314359.454,058 Anthony Port,07665-9037,SC,Christopherstad,0
2422,54236.7,5.6,8,3,65857.933,1372969.311,20665 David Well,17695,WV,Phillipsshire,0
2423,54726.7,5.7,6,4,38582.558,998855.58,18815 Denise Heights,85582,TX,Port Matthew,0
2424,61247.33,6.1,6,2,61075.602,1473540.76,21942 Robert Ranch Suite 773,99587-6354,MO,Port Sonia,0
2425,74551.97,6.9,7,6,44843.196,1816217.007,9875 Moore View Apt. 474,70496,MH,New Joseph,0
2426,56962.45,6.3,6,3,43181.513,1127082.199,0743 Reed Lakes Suite 463,65562-5283,MS,Vincentfurt,0
2427,59665.57,6.7,7,3,48128.957,1427832.121,USNS Dyer,88305-9187,AP,FPO,1
2428,72353.58,4.7,7,6,15395.06,959243.608,912 Donna Junctions,53056,OR,Vaughanview,0
2429,55101.85,5.0,8,5,41219.321,1202452.728,584 Grant Knoll,25650,MS,Tracyville,0
2430,62472.16,6.7,7,6,37618.677,1463442.908,630 Holmes Forest Suite 327,15518-2545,CO,Andersontown,0
2431,79020.65,4.2,6,2,34405.482,1120851.519,46937 Turner Skyway Suite 520,34864,AK,Deanstad,0
2432,56402.54,3.1,8,5,29689.696,696467.17,97355 James Tunnel,17324-5801,VT,Salinasstad,0
2433,61056.15,4.1,8,5,18606.659,631656.475,47560 Nichols Corners,36119,DC,Onealmouth,0
2434,55558.47,6.8,7,6,56250.464,1366988.235,0259 Adams Lodge Apt. 351,10612-0102,HI,Sheriberg,0
2435,89760.92,6.1,7,6,54061.259,1919053.527,25908 Jennifer Views Apt. 583,59539,MI,East Nicholasburgh,0
2436,55529.91,6.8,9,4,45008.242,1460341.011,10469 Stacey Plaza Suite 263,57893-5832,AZ,Arnoldshire,0
2437,75534.28,4.5,7,6,27730.749,935488.606,43020 Owens Glen Apt. 024,97268,SC,Marychester,0
2438,73266.0,4.7,5,4,30667.235,896246.146,925 Valenzuela Cliff Apt. 431,52071-0639,MT,East Adrian,0
2439,61611.75,6.0,7,3,18947.558,894203.572,066 Eric Stream,15550-6377,MA,East Ashley,0
2440,66790.96,5.6,7,6,47064.023,1353729.533,39369 Beck Curve Suite 178,29232,VT,Kimberg,0
2441,69604.52,5.5,7,4,41785.911,1496177.416,88372 Oneal Inlet Apt. 473,34662-5333,DC,New Brandonfort,0
2442,43241.98,6.4,6,2,29478.531,629657.613,860 Graham Meadows Suite 412,74487,UT,East Kristenburgh,0
2443,51510.7,5.6,6,4,31773.289,549167.94,06398 Adrian Forge Suite 341,99755,IA,North Charleschester,0
2444,80315.49,7.1,5,3,39733.598,1737582.283,17480 Joshua Spring Suite 624,02102,CO,Port Mary,0
2445,65483.26,7.5,7,4,33303.473,1247281.698,8362 Hudson Village Apt. 954,71913,OH,Goodmanbury,0
2446,92736.0,6.1,6,4,47376.47,1779898.996,8049 Michele Gardens Suite 331,38230-9272,UT,Michaelview,0
2447,62678.34,5.1,6,3,44965.312,1032663.003,89517 Troy Viaduct Suite 715,69221-4243,LA,Port James,0
2448,86583.93,6.1,7,5,45514.148,1815809.621,583 Turner Harbor,75903-5950,TX,Port Nicole,0
2449,62369.71,6.7,6,2,47224.759,1387114.42,107 Mcdonald Islands,69365,NY,West Tony,0
2450,55624.67,7.5,6,3,45644.243,1262012.926,3924 Carter Mission,05439-6091,PA,West Julie,0
2451,63421.9,7.6,8,3,11511.387,1432318.47,6295 Felicia Squares,10973,NE,Lake Natashashire,0
2452,77521.06,6.4,7,5,32624.646,1501622.125,09839 Jonathan Harbor,72187,IL,Stevenside,0
2453,73370.47,5.9,5,4,47740.763,1275676.981,066 Harding Parkways Apt. 630,70008-1762,AK,Port Maureenton,0
2454,82768.61,7.1,7,4,23581.386,1476989.184,5989 Garner Crossroad,83930,AR,Russomouth,0
2455,68368.04,5.8,7,5,22033.117,796289.307,652 Watson Path Suite 152,63979-5988,OK,Melindabury,0
2456,67041.97,6.0,5,3,15633.099,707345.062,71769 Sutton Club Suite 330,85853-2402,HI,Clinefurt,0
2457,55507.31,7.1,8,6,44669.456,1318231.418,93686 Moore Manors Apt. 987,47355,FM,Tiffanyfort,0
2458,43795.31,6.5,7,6,48114.024,1020861.337,36191 Gregory Estates Apt. 886,34042,MH,West Karen,0
2459,67754.69,5.2,7,5,51905.89,1527691.701,9235 Russell Mount,41599,KY,East Patrickborough,0
2460,78088.22,5.2,8,3,33389.764,1536234.709,2399 Beth Parkways,95918,KS,Michellefort,0
2461,67909.38,7.5,6,4,36742.343,1482123.625,57071 Craig Radial Apt. 853,84624,ID,Cookfurt,0
2462,51967.24,5.6,7,5,21454.199,657169.304,USNS Johnson,84758-0245,AP,FPO,1
2463,81707.24,5.2,6,4,37968.888,1390200.224,"PSC 1698, Box 7149",62613,AA,APO,1
2464,59865.77,4.6,6,4,30905.015,613788.322,3823 Fischer Fork,21648,ND,Port Joshua,0
2465,61544.58,2.9,7,3,30699.386,677772.345,687 Leslie Mall,83023,LA,North Jayhaven,0
2466,80228.6,5.1,8,3,27255.251,1535946.643,"PSC 7102, Box 1708",74372-2883,AA,APO,1
2467,60865.4,5.5,6,4,43351.373,990004.731,107 Chelsea Mountains,00850,OR,Lopezmouth,0
2468,59866.95,5.9,5,4,32064.597,1039380.722,179 Larsen Oval,48602-6064,DC,New Matthew,0
2469,64769.64,4.2,7,4,43510.94,1107286.973,135 Acosta Isle,13641,IN,West Judith,0
2470,89286.08,5.4,6,2,26176.766,1340909.799,8654 Benjamin Harbors Suite 759,77429-0386,KY,South Jenniferland,0
2471,83373.01,6.6,7,5,25663.229,1335883.831,622 Justin Valley,86995-3102,MI,Duncanside,0
2472,59278.95,5.9,8,3,12351.72,1015010.538,47608 Becky Shores Apt. 271,19986-5072,AK,Fernandezshire,0
2473,71232.91,4.2,5,2,31088.89,676979.715,9450 Smith Path Suite 035,22261-2035,NM,Chapmanburgh,0
2474,72102.56,5.8,5,2,41409.169,1110114.22,24297 Perez Pine,78809-0999,AZ,Brendatown,0
2475,80528.5,5.6,8,5,37717.254,1641030.478,8286 Jennifer Prairie,74433,OH,Lake Georgemouth,0
2476,54051.02,5.4,7,3,27822.496,914378.334,"PSC 6223, Box 3745",82126,AA,APO,1
2477,66465.37,5.6,7,6,41130.091,1258563.859,4440 Dennis Green Apt. 666,36310-7179,CT,Barryport,0
2478,70085.95,4.4,7,5,51446.692,1440909.001,414 Todd Springs,60277,AS,Port Shannon,0
2479,75475.51,6.2,7,6,47447.876,1624137.595,65108 Williams Crescent Apt. 503,46982-4576,VI,Frankshire,0
2480,88824.5,7.7,6,4,28715.699,1869886.305,64639 Kristin Locks Suite 724,77496-9751,KY,Derekberg,0
2481,65948.92,4.0,8,3,41260.917,1302748.858,6541 Howard Mills,96745,AL,Smithton,0
2482,68219.51,5.7,8,6,42342.578,1429529.63,0029 Melinda Neck Apt. 591,60267,HI,Lake Gregoryshire,0
2483,74881.06,5.3,7,3,23526.498,1023162.953,7578 Watson Junction Apt. 456,73434-4974,UT,New Stevenstad,0
2484,59886.42,3.4,5,3,54546.827,673571.346,USS Hunt,46601,AA,FPO,1
2485,75291.06,5.4,7,4,48224.139,1657667.332,74152 Lauren Ferry,43153,AS,North Robertton,0
2486,69350.79,6.9,8,4,36779.059,1392083.818,USNV Cortez,36896-5919,AE,FPO,1
2487,79687.76,6.0,7,6,20867.67,1360100.719,932 Schwartz Park Suite 892,50166,CT,South Brian,0
2488,61679.17,6.4,7,5,34867.985,1103021.383,"PSC 7611, Box 8172",25615-0900,AE,APO,1
2489,77527.54,6.5,5,4,41812.802,1322914.051,165 Hawkins Estate Suite 143,31095,MN,Toddport,0
2490,65010.55,6.3,7,6,34706.867,1305185.545,743 William Mount Suite 503,27914,MS,West Kimberly,0
2491,60503.0,6.6,7,5,49155.509,1431517.358,7409 William Mountains,38781,MT,Richardstad,0
2492,52282.12,6.9,6,3,45867.875,1137446.993,03508 Shannon Vista Suite 305,15977-0442,AL,Romantown,0
2493,54293.14,4.7,6,4,49751.634,1010477.392,79942 Timothy Estates,69359,AZ,West Robert,0
2494,64912.52,7.2,6,4,48685.421,1449033.432,690 Susan Isle,37992-8552,DE,Jonville,0
2495,70213.65,5.9,5,3,34386.43,1064569.606,8578 Michele Squares Apt. 349,75471-8887,MI,East Bobbychester,0
2496,48640.1,3.7,8,4,33381.239,607249.423,4600 Tara Meadow Suite 656,40164-1720,MP,Fernandoport,0
2497,64534.47,3.9,7,4,52933.673,1202227.957,129 Webb Ports Apt. 539,64926-8296,SD,Shortland,0
2498,58337.23,5.2,5,2,38235.033,816813.532,021 Carroll Unions,52821-2523,KS,Marthaborough,0
2499,78845.76,6.2,5,2,54845.494,1598159.227,92450 Aguilar Knolls Apt. 965,57848-9395,OH,Austinburgh,0
2500,74691.95,5.5,7,5,55403.093,1658381.006,Unit 1785 Box 7504,49434,AP,DPO,1
2501,68217.68,6.4,6,3,49240.84,1312093.361,177 Hernandez Path Apt. 695,37599,ND,South Laurastad,0
2502,55306.14,6.1,6,4,32142.947,647982.654,38482 Thornton Parkway,09937,SD,Lake Oscar,0
2503,69012.77,7.0,9,5,33069.762,1492786.627,87957 Higgins Circles,61021,NJ,Joshuahaven,0
2504,60846.62,4.1,7,3,28172.065,627733.743,43955 Vega Stravenue Apt. 071,23855,MD,North Alexandraview,0
2505,93838.1,4.3,8,5,44138.007,1827500.892,Unit 8824 Box 5633,40792-0792,AE,DPO,1
2506,78918.87,4.6,7,3,36711.623,1339254.727,2130 Weiss Mountains Suite 020,03427,MT,West Jomouth,0
2507,83896.36,6.5,5,4,43672.629,1620949.437,154 Erica Groves,40258,MH,Lake Kevinfort,0
2508,78501.86,6.9,6,3,34685.816,1637944.645,024 Derrick Row Apt. 085,35543,NE,Christiemouth,0
2509,78239.41,4.6,7,3,36936.63,1216888.02,12212 Fleming Streets,23793,ME,New Gregoryville,0
2510,70220.04,6.0,6,4,46222.459,1555497.546,943 Reese Roads Apt. 389,10413,AR,Weavertown,0
2511,62184.54,4.9,7,6,26008.309,873048.32,62280 Taylor Drive Apt. 014,68004,GU,Sarahburgh,0
2512,68201.41,4.2,5,2,43468.164,846055.717,0339 Anderson Groves,31409,GA,South Joshua,0
2513,66862.88,7.5,6,3,15325.648,1028493.601,6214 Smith Mill Suite 049,38613,NV,Foxland,0
2514,83638.12,7.0,7,4,24565.977,1569600.446,7584 Karen Pike,30111,UT,Adambury,0
2515,81149.73,5.5,7,3,54929.67,1798232.803,7490 Whitehead Mountain Apt. 278,53368-2196,AS,Bassside,0
2516,75318.69,4.6,8,3,33280.59,1402146.873,03839 Edward Trail,52660,CT,Ashleyburgh,0
2517,50847.11,5.0,5,4,34763.704,398909.51,6908 King Underpass Suite 740,29298,MP,East Thomas,0
2518,70090.32,5.4,6,2,26390.811,933157.339,4626 Jones Shoals Apt. 257,67461-9661,PA,North Kennethchester,0
2519,63629.85,3.6,7,5,33517.686,712285.826,915 Brooks Orchard,37093-9400,GU,Amandaville,0
2520,67076.05,4.7,7,3,40406.515,1261927.419,124 Kelly Brook,65658-5841,WY,South Alanshire,0
2521,61909.04,6.2,6,4,28953.925,1063964.288,74706 Mary Parkway,24516,NM,Cummingsberg,0
2522,66623.69,5.9,6,2,47995.102,1302029.013,USS Carr,77602,AE,FPO,1
2523,82391.52,7.1,7,3,33232.342,1957891.588,23958 Lisa Extensions Apt. 372,76041-0639,CO,Bryantton,0
2524,62917.32,5.5,6,2,36845.305,849153.122,7706 Sara Wells,07089,MO,Williamsonberg,0
2525,61214.74,7.1,7,6,32254.399,1070720.058,06539 Powers Cliff,15197,CO,Port Brendaland,0
2526,55952.69,4.8,6,3,30758.279,714166.398,5368 Mccann Walks Suite 432,51463-6950,PA,South Jessica,0
2527,93993.4,6.1,5,3,37062.484,1441882.522,7732 Renee Club Apt. 931,74775-2546,FL,Fordland,0
2528,69436.14,3.7,7,3,30884.956,693681.004,787 Jennifer Keys Suite 630,25704-8481,RI,Huntfurt,0
2529,67295.02,4.8,6,3,40190.099,1060123.73,4099 Jennifer Mission,68745,ND,Michaelport,0
2530,77825.23,6.7,7,5,31439.971,1535262.441,481 Fisher Bridge,36023-3431,NV,East Christina,0
2531,54432.46,6.9,8,5,41557.576,1454681.937,6290 Hutchinson Mountains Suite 409,44686-8829,NY,South Alan,0
2532,58180.42,5.1,7,3,36506.977,1062593.483,2066 Patricia Unions,53946,OK,Jeanton,0
2533,88904.34,6.8,6,2,41807.601,1907859.059,00780 Rollins Locks Suite 785,97591-6490,GU,Shawfurt,0
2534,79442.51,6.3,5,2,4114.489,965318.696,479 Kevin Wells,06062-1191,ID,Deborahview,0
2535,67389.9,6.3,5,2,34710.206,1109639.996,1004 Williams Tunnel,10547-7173,IL,Crystalfurt,0
2536,64381.08,5.8,6,3,44712.476,1118595.119,935 Don Turnpike,91146-7775,AL,Pattersonberg,0
2537,70881.44,4.9,7,4,36040.207,1049661.039,50791 Kim Harbor Suite 017,05606,NY,Lake Tony,0
2538,82859.59,8.1,6,4,60040.547,2294647.784,75982 Ramos Locks Apt. 667,33738-0191,SD,Nicoleview,0
2539,66736.99,5.5,7,6,54086.902,1356062.104,USNS Hoffman,74725,AA,FPO,1
2540,66274.46,7.2,5,3,30082.069,989903.645,908 Anna View Apt. 406,74707,VA,Carolynberg,0
2541,64621.64,7.2,6,3,44288.087,1499243.168,6947 Stevens Pass,66327,KY,Kennethfort,0
2542,67285.32,5.7,6,2,37956.294,1160246.73,87390 Tanner Rest,41310,TX,East Stevenland,0
2543,69916.81,6.3,5,2,41686.413,1302347.574,1075 Brian Ways Apt. 639,39801,CA,Lake Kristenburgh,0
2544,85802.97,6.2,6,4,26139.269,1553311.161,056 Anthony Prairie Apt. 509,29424-9623,IA,Patriciaberg,0
2545,77459.76,4.3,5,4,37910.295,945252.192,58899 Bender Brooks,39917-0152,GU,Kimberlyshire,0
2546,69612.4,6.0,7,6,26489.313,1158697.6,77466 Wu Heights Suite 176,19392-6412,MH,Smithville,0
2547,74898.66,7.3,4,3,32530.256,1261239.272,48186 Pope Mews Apt. 453,42041,ID,Kellyside,0
2548,59483.93,6.5,6,3,38894.227,1257282.159,4228 Sharon Field Apt. 583,37342-9751,AS,North Jesus,0
2549,68527.54,5.7,7,4,34977.452,1279464.647,6618 Morales Forest,99688,VI,North Lindaville,0
2550,48278.86,5.3,7,6,51148.225,943854.728,USS Mcgee,02679-5689,AA,FPO,1
2551,74333.54,6.6,5,2,41440.201,1404540.758,5686 Diana Ports,38005-1050,NC,Nguyenborough,0
2552,91118.13,4.8,7,5,23038.45,1296636.271,6557 Sawyer Ranch Apt. 584,50000,IN,Martinezborough,0
2553,75667.79,5.6,6,2,46782.385,1450996.038,94271 Andrea Path,89881,NJ,South Matthewborough,0
2554,81754.91,5.8,8,4,42975.618,1654965.296,8173 Blackburn Haven,38893,VA,Strongton,0
2555,62314.21,5.9,6,3,48263.035,1030866.952,"PSC 7074, Box 4818",84281,AE,APO,1
2556,64421.25,7.4,5,4,42873.05,1204103.087,0724 Brown Plains Apt. 690,90102,VA,Johnmouth,0
2557,68631.71,5.2,6,3,39635.829,1115721.687,"PSC 6229, Box 7831",50489-4427,AA,APO,1
2558,60317.78,3.5,7,3,32276.034,606863.142,472 Lopez Stream,00834-5775,OK,Lake Sheila,0
2559,58387.98,6.7,7,3,28318.264,971174.987,742 Aaron Lock,48483-1442,NE,North Christophermouth,0
2560,62406.53,4.9,7,6,30541.099,1029855.714,16888 Turner Trail,77676,MD,Gentrytown,0
2561,81025.45,5.9,6,4,25851.039,1246791.029,073 Gary Forest,29670-4461,TX,Leahstad,0
2562,75951.57,6.1,5,2,35230.803,1146886.093,92857 Robin Forks,43895-7257,LA,Port Mary,0
2563,73480.21,6.2,6,4,19481.385,1075550.215,481 Marquez Plaza Suite 172,66748,PA,North Jeffreyborough,0
2564,67535.21,6.8,6,2,32375.826,1074263.317,"PSC 3192, Box 9068",56262,AE,APO,1
2565,61577.43,6.5,6,2,34810.291,1115394.393,900 Soto Extension,85693-1736,NM,New Darrellview,0
2566,73388.47,5.2,8,3,41648.109,1496210.216,735 Miranda Harbor,34166-0132,ME,Port Cathyside,0
2567,57730.32,5.1,9,6,42451.306,1299991.951,USCGC Watson,69692,AP,FPO,1
2568,68101.12,7.4,6,4,29827.666,1446983.542,899 Pearson Ramp Apt. 209,56837,FM,Port Troyhaven,0
2569,63513.47,6.2,6,4,46819.131,1257376.174,USNS Parker,79651,AA,FPO,1
2570,75866.04,6.3,6,2,36698.649,1549303.499,480 Linda Mission,92286-9433,MI,New Lisaside,0
2571,58696.59,6.1,6,3,21434.064,828477.291,025 Vincent Station Suite 738,53906,VT,Carmenfurt,0
2572,76415.55,6.2,6,2,52719.916,1642011.345,3134 Kimberly Way Suite 085,60049-0645,NC,West Chase,0
2573,71090.65,5.0,6,2,26030.464,847387.206,86862 Howell Meadow,44340,DE,South Ryanmouth,0
2574,67470.51,4.8,6,2,32200.515,968082.164,85776 John Ford Apt. 435,58566-5621,AR,Kyleton,0
2575,65244.88,7.7,7,6,39757.704,1495384.004,82853 Wagner Pines Apt. 106,56685-2380,MI,West Alicia,0
2576,61249.57,4.2,6,3,30288.699,678721.884,9389 Mcdonald Road Suite 415,90771,GA,Jeffreyburgh,0
2577,77502.47,6.5,6,4,39075.64,1427551.145,134 Lopez Garden,06588-8797,OR,Lake Joseph,0
2578,51445.19,6.8,7,5,44966.068,1093873.291,"PSC 6463, Box 8321",72947-9628,AP,APO,1
2579,73956.99,6.9,6,2,46775.809,1653232.551,4390 Deborah Turnpike Apt. 434,12806-7266,HI,Antoniomouth,0
2580,70221.36,5.2,6,3,39692.106,1178272.297,9863 William Falls Apt. 516,07211-8762,WA,New Roberttown,0
2581,58354.57,5.5,6,3,35765.749,755843.709,"PSC 2237, Box 5511",41584-3622,AA,APO,1
2582,79274.8,3.9,8,5,42773.613,1210366.529,955 Reed Lake,27473,MT,Wilsonchester,0
2583,58195.29,5.9,6,2,31789.973,980231.231,1257 Jennifer Rest,41177,MT,Martinburgh,0
2584,68001.2,5.1,7,4,47116.064,1122083.251,Unit 9831 Box 7128,54705,AA,DPO,1
2585,80174.92,5.7,6,3,45233.329,1441376.394,81230 Justin Turnpike,19349-9757,WI,South Aaronborough,0
2586,57160.2,6.9,6,3,43467.147,1251794.179,15828 Marshall Stravenue Suite 199,71861-6319,TN,East Matthewmouth,0
2587,70799.77,6.2,7,5,33865.617,1257217.29,4628 Robert Manor,51296,ID,North Larry,0
2588,95000.79,5.4,8,5,44202.656,1986811.17,16355 Sullivan Turnpike,49211,ID,West Heather,0
2589,76808.34,7.4,6,4,31129.642,1550242.01,8241 Mitchell Locks,08784-8239,UT,East Wendy,0
2590,63167.19,5.8,7,3,34317.499,1305127.336,584 Baker Orchard,87008-0402,CT,Whiteborough,0
2591,68366.34,4.3,5,2,42522.594,940162.724,0252 Snyder Creek,28830-8921,ME,Rogersshire,0
2592,67920.18,5.6,7,3,15800.748,690958.55,12163 Kristen Lakes Apt. 445,92779-6662,MA,Josephview,0
2593,68803.55,4.3,8,5,39475.399,1153029.616,194 Diaz Crest,86812-1861,MA,Scottshire,0
2594,62126.75,7.2,8,5,20803.693,1116487.357,7831 Schultz Junctions Apt. 671,12987,OH,Masonland,0
2595,76398.38,7.0,6,3,39014.972,1534171.953,76681 Mccoy Skyway,83665,OR,Petersonfort,0
2596,55510.47,6.3,8,4,26153.073,893435.119,8837 Louis Meadow Apt. 140,47724-7760,AL,South Karenfurt,0
2597,38734.01,5.6,6,2,38890.893,401148.569,4317 Heather Port,77008-9209,SC,Hicksland,0
